key	legacy_id	kind	owner	source	selector	target	fingerprint	program	interpreter	launched_by	runs_as	reads	writes	executes	network_hosts	verification	capabilities_needed	child_profile_recommendation	shape	launch_risk
archive:intergen-firstboot:post_install	A-NOOP-009	archive_noop	intergen-firstboot	packages/desktop/intergen-firstboot/build.sh	post_install	archive:.scripts/post_install.sh	sha256:d8821cc6ac5368326e9343057a986bdc328f4b445f62e77b06707ed15c8e09fe	archive:intergen-firstboot/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:d8821cc6ac5368326e9343057a986bdc328f4b445f62e77b06707ed15c8e09fe; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergen-mark:post_install	A066	archive_lifecycle	intergen-mark	packages/desktop/intergen-mark/build.sh	post_install	archive:.scripts/post_install.sh	sha256:89f012d68c5d7ff4a54f0f9070e4870eeb93dd0a8df3a4d067abac7c481faab9	archive:intergen-mark/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	icon theme and tool availability	icon-theme.cache	gtk-update-icon-cache	none	body SHA-256 89f012d68c5d7ff4a54f0f9070e4870eeb93dd0a8df3a4d067abac7c481faab9 bound to base recipe; package archive/index trust precedes extraction	root theme-directory DAC	transitional Cx:archive-lifecycle/icon-cache-guarded; end state stable package-owned Px; never inherit pkm	icon-cache-guarded	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergen-no-overview:post_install	A-NOOP-010	archive_noop	intergen-no-overview	packages/desktop/intergen-no-overview/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484	archive:intergen-no-overview/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergen-pkm-notifier:post_install	A-NOOP-011	archive_noop	intergen-pkm-notifier	packages/desktop/intergen-pkm-notifier/build.sh	post_install	archive:.scripts/post_install.sh	sha256:9dc1b0ef526fde65ac1c422841113c0beb7f8736f350d8b4d01d42f4e968a644	archive:intergen-pkm-notifier/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:9dc1b0ef526fde65ac1c422841113c0beb7f8736f350d8b4d01d42f4e968a644; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergen-toggle:post_install	A067	archive_lifecycle	intergen-toggle	packages/desktop/intergen-toggle/build.sh	post_install	archive:.scripts/post_install.sh	sha256:6cc996d977ab66fc45e1aa44fbbdf00dd319de4488c1b9fbc720597fb47fab41	archive:intergen-toggle/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	desktop entries, icon theme and tool availability	mimeinfo.cache and icon-theme.cache	gtk-update-icon-cache; update-desktop-database	none	body SHA-256 6cc996d977ab66fc45e1aa44fbbdf00dd319de4488c1b9fbc720597fb47fab41 bound to base recipe; package archive/index trust precedes extraction	root application/icon-directory DAC	transitional Cx:archive-lifecycle/desktop-caches-guarded; end state stable package-owned Px; never inherit pkm	desktop-caches-guarded	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergen-welcome:post_install	A068	archive_lifecycle	intergen-welcome	packages/desktop/intergen-welcome/build.sh	post_install	archive:.scripts/post_install.sh	sha256:6cc996d977ab66fc45e1aa44fbbdf00dd319de4488c1b9fbc720597fb47fab41	archive:intergen-welcome/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	desktop entries, icon theme and tool availability	mimeinfo.cache and icon-theme.cache	gtk-update-icon-cache; update-desktop-database	none	body SHA-256 6cc996d977ab66fc45e1aa44fbbdf00dd319de4488c1b9fbc720597fb47fab41 bound to base recipe; package archive/index trust precedes extraction	root application/icon-directory DAC	transitional Cx:archive-lifecycle/desktop-caches-guarded; end state stable package-owned Px; never inherit pkm	desktop-caches-guarded	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergen:post_install	A001	archive_lifecycle	intergen	packages/ai/intergen/build.sh	post_install	archive:.scripts/post_install.sh	sha256:096446ed380ec64a76ea61acdf1a3c69879e636a7925f2e3771345a591fcc357	archive:intergen/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	none	none	shell builtins only	none	body SHA-256 096446ed380ec64a76ea61acdf1a3c69879e636a7925f2e3771345a591fcc357 bound to base recipe; package archive/index trust precedes extraction	none	transitional Cx:archive-lifecycle/message-only; end state stable package-owned Px; never inherit pkm	message-only	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-backup:post_install	A069	archive_lifecycle	intergenos-backup	packages/desktop/intergenos-backup/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e20c03e868f7230d9555a6159a7cdcdd002fb9e96242fe5d6aaad4215476ef17	archive:intergenos-backup/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	Chronicle sysusers fragment; unit enablement; desktop/icon inputs	account databases; starts enabled Chronicle units; icon and desktop caches	systemd-sysusers; systemctl is-enabled/start; gtk-update-icon-cache; update-desktop-database	none	body SHA-256 e20c03e868f7230d9555a6159a7cdcdd002fb9e96242fe5d6aaad4215476ef17 bound to base recipe; package archive/index trust precedes extraction	root account/cache DAC; system-manager D-Bus	transitional Cx:archive-lifecycle/pkg-intergenos-backup; end state stable package-owned Px; never inherit pkm	pkg-intergenos-backup	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-base-files:post_install	A-NOOP-012	archive_noop	intergenos-base-files	packages/core/intergenos-base-files/build.sh	post_install	archive:.scripts/post_install.sh	sha256:dcfd1802f0a35bdf36616e634c174672410224103c4277885cb82c8971e07db4	archive:intergenos-base-files/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:dcfd1802f0a35bdf36616e634c174672410224103c4277885cb82c8971e07db4; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-default-settings:post_install	A013	archive_lifecycle	intergenos-default-settings	packages/core/intergenos-default-settings/build.sh	post_install	archive:.scripts/post_install.sh	sha256:160d4f30fb4aa0acbef856e48306fca90ec2eebf2898e4a2e44dc56236a4dde1	archive:intergenos-default-settings/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	dconf and GLib schema sources	dconf database and gschemas.compiled	dconf; glib-compile-schemas	none	body SHA-256 160d4f30fb4aa0acbef856e48306fca90ec2eebf2898e4a2e44dc56236a4dde1 bound to base recipe; package archive/index trust precedes extraction	root /etc and schema-directory DAC	transitional Cx:archive-lifecycle/dconf-schema; end state stable package-owned Px; never inherit pkm	dconf-schema	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-extensions-appearance:post_install	A070	archive_lifecycle	intergenos-extensions-appearance	packages/desktop/intergenos-extensions-appearance/build.sh	post_install	archive:.scripts/post_install.sh	sha256:7dbefe94c705a40f95d5bb4b132becbfb7658090247d87772d623655f1fe74f2	archive:intergenos-extensions-appearance/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 7dbefe94c705a40f95d5bb4b132becbfb7658090247d87772d623655f1fe74f2 bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-extensions-layout:post_install	A071	archive_lifecycle	intergenos-extensions-layout	packages/desktop/intergenos-extensions-layout/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:intergenos-extensions-layout/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-extensions-productivity:post_install	A072	archive_lifecycle	intergenos-extensions-productivity	packages/desktop/intergenos-extensions-productivity/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:intergenos-extensions-productivity/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-extensions-utilities:post_install	A073	archive_lifecycle	intergenos-extensions-utilities	packages/desktop/intergenos-extensions-utilities/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:intergenos-extensions-utilities/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-grub-theme:post_install	A074	archive_lifecycle	intergenos-grub-theme	packages/desktop/intergenos-grub-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:4da796c44fe9216539f30f9c06266ee73f730ecd00a32267fa4152637b007789	archive:intergenos-grub-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	boot configuration and installed command availability	/boot/grub/grub.cfg	grub-mkconfig or update-grub	none	body SHA-256 4da796c44fe9216539f30f9c06266ee73f730ecd00a32267fa4152637b007789 bound to base recipe; package archive/index trust precedes extraction	root boot-file DAC	transitional Cx:archive-lifecycle/boot-menu-regenerate; end state stable package-owned Px; never inherit pkm	boot-menu-regenerate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-icon-theme:post_install	A075	archive_lifecycle	intergenos-icon-theme	packages/desktop/intergenos-icon-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:c54fd0e96479639108b1475df20f5ebb155ade7078d1f73808d567b7399ba2c3	archive:intergenos-icon-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	one icon theme	icon-theme.cache	gtk-update-icon-cache	none	body SHA-256 c54fd0e96479639108b1475df20f5ebb155ade7078d1f73808d567b7399ba2c3 bound to base recipe; package archive/index trust precedes extraction	root theme-directory DAC	transitional Cx:archive-lifecycle/icon-cache; end state stable package-owned Px; never inherit pkm	icon-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-launch-monitor:post_install	A-NOOP-013	archive_noop	intergenos-launch-monitor	packages/desktop/intergenos-launch-monitor/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484	archive:intergenos-launch-monitor/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-settings-arrow:post_install	A-NOOP-014	archive_noop	intergenos-settings-arrow	packages/desktop/intergenos-settings-arrow/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484	archive:intergenos-settings-arrow/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intergenos-theme:post_install	A-NOOP-015	archive_noop	intergenos-theme	packages/desktop/intergenos-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:dc00b2eb36c508f1faddecd788eb84c676bf49d91be03aa3ccf5c541c740e416	archive:intergenos-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:dc00b2eb36c508f1faddecd788eb84c676bf49d91be03aa3ccf5c541c740e416; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:lib32-glibc:post_install	A014	archive_lifecycle	lib32-glibc	packages/core/lib32-glibc/build.sh	post_install	archive:.scripts/post_install.sh	sha256:df735906ed1e60f16d4503b923f755b2dba6659f641aedfa3d91c7a7558b4fe4	archive:lib32-glibc/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	32-bit compiler/runtime and loader config	/etc/ld.so.cache; /tmp 32-bit canary then deletes it	ldconfig; gcc -m32; canary executable; rm	none	body SHA-256 df735906ed1e60f16d4503b923f755b2dba6659f641aedfa3d91c7a7558b4fe4 bound to base recipe; package archive/index trust precedes extraction	root loader-cache DAC; execute generated test binary	transitional Cx:archive-lifecycle/pkg-lib32-glibc; end state stable package-owned Px; never inherit pkm	pkg-lib32-glibc	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:libadwaita1:post_install	A076	archive_lifecycle	libadwaita1	packages/desktop/libadwaita1/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:libadwaita1/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:libcloudproviders:post_install	A077	archive_lifecycle	libcloudproviders	packages/desktop/libcloudproviders/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:libcloudproviders/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:libdbusmenu:post_install	A078	archive_lifecycle	libdbusmenu	packages/desktop/libdbusmenu/build.sh	post_install	archive:.scripts/post_install.sh	sha256:b8fedc029478023cf120231937418b41cbcd8cf4873a295a42b21778155d4a24	archive:libdbusmenu/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	loader configuration and shared libraries	/etc/ld.so.cache	ldconfig	none	body SHA-256 b8fedc029478023cf120231937418b41cbcd8cf4873a295a42b21778155d4a24 bound to base recipe; package archive/index trust precedes extraction	root loader-cache DAC	transitional Cx:archive-lifecycle/ld-cache; end state stable package-owned Px; never inherit pkm	ld-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:libgphoto2:post_install	A079	archive_lifecycle	libgphoto2	packages/desktop/libgphoto2/build.sh	post_install	archive:.scripts/post_install.sh	sha256:1ff59d0c49f8a53644deb1200e93b367bb932f93e76a9b411e132fdab88875c3	archive:libgphoto2/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	udev rules and sysfs device state	udev daemon runtime rules/state	udevadm	none	body SHA-256 1ff59d0c49f8a53644deb1200e93b367bb932f93e76a9b411e132fdab88875c3 bound to base recipe; package archive/index trust precedes extraction	udev control socket and device-event authority	transitional Cx:archive-lifecycle/udev-refresh; end state stable package-owned Px; never inherit pkm	udev-refresh	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:libimobiledevice:post_install	A080	archive_lifecycle	libimobiledevice	packages/desktop/libimobiledevice/build.sh	post_install	archive:.scripts/post_install.sh	sha256:1ff59d0c49f8a53644deb1200e93b367bb932f93e76a9b411e132fdab88875c3	archive:libimobiledevice/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	udev rules and sysfs device state	udev daemon runtime rules/state	udevadm	none	body SHA-256 1ff59d0c49f8a53644deb1200e93b367bb932f93e76a9b411e132fdab88875c3 bound to base recipe; package archive/index trust precedes extraction	udev control socket and device-event authority	transitional Cx:archive-lifecycle/udev-refresh; end state stable package-owned Px; never inherit pkm	udev-refresh	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:libmtp:post_install	A081	archive_lifecycle	libmtp	packages/desktop/libmtp/build.sh	post_install	archive:.scripts/post_install.sh	sha256:1ff59d0c49f8a53644deb1200e93b367bb932f93e76a9b411e132fdab88875c3	archive:libmtp/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	udev rules and sysfs device state	udev daemon runtime rules/state	udevadm	none	body SHA-256 1ff59d0c49f8a53644deb1200e93b367bb932f93e76a9b411e132fdab88875c3 bound to base recipe; package archive/index trust precedes extraction	udev control socket and device-event authority	transitional Cx:archive-lifecycle/udev-refresh; end state stable package-owned Px; never inherit pkm	udev-refresh	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:libreoffice:post_install	A107	archive_lifecycle	libreoffice	packages/extra/libreoffice/build.sh	post_install	archive:.scripts/post_install.sh	sha256:d2afe15c320418b37d7bd338a480300f9c48c100fb403749ceaf4a995eac0187	archive:libreoffice/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	desktop entries and icons	mimeinfo.cache and icon-theme.cache	update-desktop-database; gtk-update-icon-cache	none	body SHA-256 d2afe15c320418b37d7bd338a480300f9c48c100fb403749ceaf4a995eac0187 bound to base recipe; package archive/index trust precedes extraction	root application/icon-directory DAC	transitional Cx:archive-lifecycle/desktop-icon-cache; end state stable package-owned Px; never inherit pkm	desktop-icon-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:librsvg:post_install	A082	archive_lifecycle	librsvg	packages/desktop/librsvg/build.sh	post_install	archive:.scripts/post_install.sh	sha256:c0513d34aae814d37410f85f62f3e7555ef075b82c4b39cfd4596bf4d90ce59f	archive:librsvg/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GDK Pixbuf loaders	loaders.cache	gdk-pixbuf-query-loaders	none	body SHA-256 c0513d34aae814d37410f85f62f3e7555ef075b82c4b39cfd4596bf4d90ce59f bound to base recipe; package archive/index trust precedes extraction	root loader-cache DAC	transitional Cx:archive-lifecycle/gdk-pixbuf-cache; end state stable package-owned Px; never inherit pkm	gdk-pixbuf-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:libsecret:post_install	A083	archive_lifecycle	libsecret	packages/desktop/libsecret/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:libsecret/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:libxapp:post_install	A108	archive_lifecycle	libxapp	packages/extra/libxapp/build.sh	post_install	archive:.scripts/post_install.sh	sha256:7f6dba151bf28b400ecb96f546a61f0946131c81d061f1f6408d106225dd8f0c	archive:libxapp/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schemas, loader config and libraries	gschemas.compiled and /etc/ld.so.cache	glib-compile-schemas; ldconfig	none	body SHA-256 7f6dba151bf28b400ecb96f546a61f0946131c81d061f1f6408d106225dd8f0c bound to base recipe; package archive/index trust precedes extraction	root schema/loader-cache DAC	transitional Cx:archive-lifecycle/schema-ld-cache; end state stable package-owned Px; never inherit pkm	schema-ld-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:lighttpd:post_install	A109	archive_lifecycle	lighttpd	packages/extra/lighttpd/build.sh	post_install	archive:.scripts/post_install.sh	sha256:c14d9864adfb4b63f5ee18b2b11b2d8e930519001439d2c636c1989a4a4b0a46	archive:lighttpd/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	Lighttpd sysusers fragment, profile, config/state dirs	account databases; ownership/mode; running-kernel AppArmor policy	systemd-sysusers; chown; chmod; apparmor_parser	none	body SHA-256 c14d9864adfb4b63f5ee18b2b11b2d8e930519001439d2c636c1989a4a4b0a46 bound to base recipe; package archive/index trust precedes extraction	CAP_CHOWN; CAP_MAC_ADMIN; root DAC	transitional Cx:archive-lifecycle/pkg-lighttpd; end state stable package-owned Px; never inherit pkm	pkg-lighttpd	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:linux-kernel:post_install	A015	archive_lifecycle	linux-kernel	packages/core/linux-kernel/build.sh	post_install	archive:.scripts/post_install.sh	sha256:afb3c4b2147479f438b09d86ab59ed84cb225a89706105b2f1bceafd36bdb7d0	archive:linux-kernel/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	one /usr/lib/modules/*-igos-* tree	that tree's modules.* indexes	depmod	none	body SHA-256 afb3c4b2147479f438b09d86ab59ed84cb225a89706105b2f1bceafd36bdb7d0 bound to base recipe; package archive/index trust precedes extraction	root module-tree DAC	transitional Cx:archive-lifecycle/pkg-linux-kernel; end state stable package-owned Px; never inherit pkm	pkg-linux-kernel	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:lynx:post_install	A084	archive_lifecycle	lynx	packages/desktop/lynx/build.sh	post_install	archive:.scripts/post_install.sh	sha256:d573dd0a9f15b6ea9e0b3c25c144f65395e85a9bfb8b7613fe25650a216aeb89	archive:lynx/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	named package documentation path	group ownership on named path	chgrp	none	body SHA-256 d573dd0a9f15b6ea9e0b3c25c144f65395e85a9bfb8b7613fe25650a216aeb89 bound to base recipe; package archive/index trust precedes extraction	CAP_CHOWN	transitional Cx:archive-lifecycle/ownership-chgrp; end state stable package-owned Px; never inherit pkm	ownership-chgrp	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:macos-cursor-theme:post_install	A-NOOP-016	archive_noop	macos-cursor-theme	packages/desktop/macos-cursor-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484	archive:macos-cursor-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:mariadb:post_install	A110	archive_lifecycle	mariadb	packages/extra/mariadb/build.sh	post_install	archive:.scripts/post_install.sh	sha256:4007fc9c9cc34ecc0a13d31bbe34c94d5456b273f0ca09936984d7e5d5189313	archive:mariadb/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	MariaDB state dirs and AppArmor profile	state/log/runtime ownership; running-kernel AppArmor policy	chown; apparmor_parser	none	body SHA-256 4007fc9c9cc34ecc0a13d31bbe34c94d5456b273f0ca09936984d7e5d5189313 bound to base recipe; package archive/index trust precedes extraction	CAP_CHOWN; CAP_MAC_ADMIN; root state DAC	transitional Cx:archive-lifecycle/pkg-mariadb; end state stable package-owned Px; never inherit pkm	pkg-mariadb	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:memcached:post_install	A111	archive_lifecycle	memcached	packages/extra/memcached/build.sh	post_install	archive:.scripts/post_install.sh	sha256:8df3ce1b0797903c65d50303e49e9c9567da3f65202254e0456c56ca8f13c031	archive:memcached/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	AppArmor profile and named service paths	named service state directories; running-kernel AppArmor policy	install; apparmor_parser	none	body SHA-256 8df3ce1b0797903c65d50303e49e9c9567da3f65202254e0456c56ca8f13c031 bound to base recipe; package archive/index trust precedes extraction	root DAC; ownership setting; CAP_MAC_ADMIN	transitional Cx:archive-lifecycle/server-policy-dirs; end state stable package-owned Px; never inherit pkm	server-policy-dirs	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:mpv:post_install	A112	archive_lifecycle	mpv	packages/extra/mpv/build.sh	post_install	archive:.scripts/post_install.sh	sha256:f7949aea698272ad2f174f45874822f71d9692a018e324ecb4ea6c1b183fec62	archive:mpv/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	desktop entries and icons	mimeinfo.cache and icon-theme.cache	update-desktop-database; gtk-update-icon-cache	none	body SHA-256 f7949aea698272ad2f174f45874822f71d9692a018e324ecb4ea6c1b183fec62 bound to base recipe; package archive/index trust precedes extraction	root application/icon-directory DAC	transitional Cx:archive-lifecycle/desktop-icon-cache; end state stable package-owned Px; never inherit pkm	desktop-icon-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
